fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at;cycle_phase;cycle_factor
0,00;0,00;0,00;3;7700897;10071237;10054048;353889151;6151231;559456;2024-11-11 21:23:06.043;0.794;-0.962
0,00;0,00;0,06;0;7694792;10070064;10059516;364950604;6207473;559698;2024-11-11 21:25:26.807;0.794;-0.962
0,00;0,00;0,02;0;7694792;10070064;10056188;360943516;6229034;567274;2024-11-11 21:28:35.043;0.794;-0.962
0,00;0,00;0,00;0;7698578;10071483;10060559;359739409;6147642;563277;2024-11-11 21:30:22.980;0.794;-0.961
0,00;0,00;0,06;0;7698875;10070064;10064207;352230365;6222290;563809;2024-11-11 21:30:30.154;0.795;-0.961
0,00;0,00;0,03;0;7694792;10070611;10068998;352230365;6206682;561359;2024-11-11 21:34:37.371;0.795;-0.960
0,00;0,00;0,03;0;7694792;10071409;10054048;360804167;6208584;564518;2024-11-11 21:34:38.612;0.795;-0.961
0,00;0,00;0,02;0;7694792;10071276;10054048;357690898;6171494;561870;2024-11-11 21:38:05.525;0.795;-0.960
0,00;0,00;0,01;0;7694792;10070064;10054048;364793936;6194241;569894;2024-11-11 21:38:31.741;0.795;-0.960
0,00;0,00;0,03;1;7694792;10070064;10056335;357726181;6239573;569417;2024-11-11 21:40:35.404;0.796;-0.959
0,00;0,00;0,07;0;7695895;10070957;10057016;355322710;6168351;570208;2024-11-11 21:43:54.888;0.796;-0.959
0,00;0,00;0,01;0;7694792;10071951;10057816;367440730;6208681;568199;2024-11-11 21:46:47.081;0.796;-0.958
0,00;0,00;0,00;0;7708106;10070064;10058466;364946754;6153894;563905;2024-11-11 21:46:55.921;0.796;-0.958
0,00;0,00;0,00;0;7694792;10070064;10061763;352230365;6207046;566513;2024-11-11 21:48:32.847;0.796;-0.958
0,00;0,00;0,04;0;7694792;10070243;10057259;366361265;6255733;564700;2024-11-11 21:52:40.221;0.797;-0.957
0,00;0,00;0,00;0;7709918;10070436;10057396;364095780;6203216;571036;2024-11-11 21:52:40.258;0.797;-0.957
0,00;0,00;0,05;0;7704942;10070064;10054048;355074615;6200487;563724;2024-11-11 21:56:31.978;0.797;-0.957
0,00;0,00;0,04;0;7700253;10072298;10055922;366785871;6239333;569933;2024-11-11 21:58:12.048;0.797;-0.956
0,00;0,00;0,02;0;7717940;10070092;10058878;352230365;6188860;570411;2024-11-11 21:59:28.924;0.797;-0.956
0,00;0,00;0,04;0;7694792;10070565;10054048;365705743;6235789;573145;2024-11-11 22:01:22.647;0.798;-0.956
0,00;0,00;0,07;0;7703059;10070064;10062436;353562032;6261066;565021;2024-11-11 22:02:53.870;0.798;-0.955
0,00;0,00;0,00;0;7694792;10070732;10054048;355688805;6177701;565295;2024-11-11 22:05:06.792;0.798;-0.955
0,00;0,00;0,05;0;7694792;10070064;10062171;362822466;6263688;572939;2024-11-11 22:06:43.679;0.798;-0.954
0,00;0,00;0,02;0;7705463;10070064;10057743;364813990;6247369;574029;2024-11-11 22:10:50.784;0.798;-0.954
0,00;0,00;0,05;0;7703420;10070064;10057896;353889984;6226611;564893;2024-11-11 22:13:00.524;0.799;-0.954
0,00;0,00;0,00;0;7716228;10070064;10058877;354265073;6181826;572051;2024-11-11 22:14:06.644;0.799;-0.953
0,00;0,00;0,03;0;7704219;10070064;10061948;361626914;6183929;566594;2024-11-11 22:15:48.375;0.799;-0.953
0,00;0,00;0,00;1;7694792;10070064;10054048;357805604;6196050;570567;2024-11-11 22:17:31.709;0.799;-0.953
0,00;0,00;0,02;0;7694792;10070064;10054048;357336204;6240009;567698;2024-11-11 22:19:33.307;0.799;-0.952
0,00;0,02;0,01;0;7701506;10070967;10057647;359427452;6260773;568659;2024-11-11 22:21:57.700;0.800;-0.952
0,00;0,00;0,02;0;7694792;10071830;10054048;358938863;6189029;572642;2024-11-11 22:24:41.120;0.800;-0.951
0,00;0,00;0,05;0;7698818;10070064;10059498;361625958;6187710;566744;2024-11-11 22:25:22.964;0.800;-0.951
0,00;0,00;0,02;0;7694792;10070194;10055518;363448563;6234569;573302;2024-11-11 22:27:52.291;0.800;-0.951
0,00;0,00;0,04;0;7706361;10071397;10065371;355578757;6270902;570316;2024-11-11 22:29:43.611;0.800;-0.950
0,00;0,00;0,01;0;7694792;10070064;10064575;352263270;6213358;571794;2024-11-11 22:31:31.612;0.801;-0.950
0,00;0,00;0,01;0;7701764;10070064;10060142;361962263;6205487;567611;2024-11-11 22:34:33.229;0.801;-0.950
0,00;0,00;0,04;0;7700291;10070064;10058157;360179799;6274072;574143;2024-11-11 22:35:22.426;0.801;-0.949
0,00;0,00;0,07;0;7694792;10070064;10063084;356941946;6255989;576393;2024-11-11 22:36:32.314;0.801;-0.949
0,00;0,00;0,01;0;7701983;10070543;10060401;359525301;6252526;574581;2024-11-11 22:39:12.209;0.801;-0.948
0,00;0,00;0,01;0;7704808;10070590;10070480;364478538;6224247;573761;2024-11-11 22:41:33.379;0.802;-0.948
0,00;0,00;0,04;0;7694792;10070064;10054048;352230365;6293488;570539;2024-11-11 22:43:04.713;0.802;-0.948
0,00;0,00;0,02;0;7699843;10070308;10058787;367271942;6216198;570374;2024-11-11 22:46:29.921;0.802;-0.947
0,00;0,02;0,01;0;7700289;10071279;10058375;352230365;6216540;578335;2024-11-11 22:47:07.496;0.802;-0.947
0,00;0,00;0,00;0;7698415;10071644;10061358;359223662;6248169;570620;2024-11-11 22:50:39.325;0.803;-0.946
0,00;0,00;0,04;0;7701180;10070064;10059923;353398565;6230713;570206;2024-11-11 22:50:57.928;0.802;-0.946
0,00;0,00;0,01;0;7702005;10070362;10067659;359543373;6209764;572661;2024-11-11 22:52:46.303;0.803;-0.946
0,00;0,00;0,02;0;7694792;10071302;10065176;356439964;6247390;572795;2024-11-11 22:55:33.444;0.803;-0.945
0,00;0,00;0,01;0;7695176;10070064;10066909;364891171;6235159;580341;2024-11-11 22:58:26.119;0.803;-0.945
0,00;0,00;0,01;2;7714236;10070064;10054048;360791086;6224462;577681;2024-11-11 22:59:18.278;0.803;-0.944
0,00;0,00;0,08;0;7699946;10070064;10054048;354136544;6268632;573660;2024-11-11 23:00:40.155;0.804;-0.944
0,00;0,00;0,02;0;7709530;10070155;10063787;367517072;6256852;578927;2024-11-11 23:04:34.932;0.804;-0.943
0,00;0,00;0,00;0;7707233;10070579;10059189;355071210;6307317;572246;2024-11-11 23:05:25.962;0.804;-0.943
0,00;0,00;0,01;2;7695563;10070355;10060165;362114858;6220374;572625;2024-11-11 23:07:14.477;0.804;-0.943
0,00;0,02;0,07;0;7694792;10070623;10064435;353121329;6308457;578489;2024-11-11 23:09:56.330;0.804;-0.942
0,00;0,03;0,04;3;7712330;10071980;10065086;352230365;6315916;578669;2024-11-11 23:11:27.247;0.805;-0.942
0,00;0,01;0,00;0;7718421;10070948;10063948;363352416;6249651;575810;2024-11-11 23:12:49.042;0.805;-0.941
0,00;0,00;0,07;0;7719975;10071159;10062099;364605036;6289903;575224;2024-11-11 23:16:31.188;0.805;-0.941
0,00;0,00;0,01;0;7698393;10070064;10060494;359761271;6284673;582545;2024-11-11 23:18:54.524;0.805;-0.941
0,00;0,00;0,04;0;7694792;10070982;10060483;359991804;6273996;576560;2024-11-11 23:20:33.495;0.805;-0.940
0,00;0,00;0,00;0;7694792;10070464;10056876;358953666;6257389;577512;2024-11-11 23:20:34.396;0.806;-0.940
0,00;0,00;0,04;0;7703311;10071235;10063691;364986609;6255510;577158;2024-11-11 23:23:47.767;0.806;-0.939
0,00;0,00;0,06;0;7694792;10071162;10063353;370344500;6237983;580742;2024-11-11 23:25:37.324;0.806;-0.939
0,00;0,03;0,03;0;7698550;10070271;10064953;362436703;6236401;582999;2024-11-11 23:26:54.967;0.806;-0.938
0,00;0,00;0,00;2;7696170;10070152;10065294;358385588;6265288;578427;2024-11-11 23:30:11.678;0.806;-0.938
0,00;0,08;0,00;0;7694792;10070582;10064951;358311213;6308087;579448;2024-11-11 23:32:49.530;0.807;-0.937
0,00;0,00;0,07;0;7699785;10070225;10055921;352230365;6303921;583286;2024-11-11 23:32:54.286;0.807;-0.938
0,00;0,00;0,00;0;7694792;10070064;10056608;357006854;6308887;582196;2024-11-11 23:36:30.482;0.807;-0.937
0,00;0,00;0,05;0;7709202;10070956;10054048;362722603;6311474;578210;2024-11-11 23:37:41.377;0.807;-0.936
0,00;0,00;0,02;0;7694792;10070690;10055149;365197557;6286650;584552;2024-11-11 23:39:08.190;0.807;-0.936
0,00;0,00;0,04;0;7697854;10070679;10054048;355106695;6334181;579078;2024-11-11 23:41:13.122;0.808;-0.935
0,00;0,00;0,01;2;7698222;10070367;10062426;355396042;6295071;578994;2024-11-11 23:43:03.504;0.808;-0.935
0,00;0,00;0,10;0;7699497;10070412;10065127;363657996;6273439;584330;2024-11-11 23:45:29.116;0.808;-0.934
0,00;0,00;0,01;0;7707224;10070627;10054048;360188412;6317519;582986;2024-11-11 23:47:22.748;0.808;-0.934
0,00;0,00;0,04;0;7698147;10070761;10054048;352615301;6268241;587414;2024-11-11 23:49:44.842;0.808;-0.934
0,00;0,00;0,14;0;7694792;10070078;10060214;360664582;6354068;587163;2024-11-11 23:50:56.092;0.809;-0.933
0,00;0,00;0,08;0;7697441;10070302;10059358;356017133;6324548;578545;2024-11-11 23:54:56.338;0.809;-0.933
0,00;0,00;0,01;0;7695943;10071011;10065617;354301289;6310273;579118;2024-11-11 23:55:42.829;0.809;-0.932
0,00;0,00;0,03;0;7694792;10072612;10062714;362451674;6293841;583179;2024-11-11 23:58:31.779;0.809;-0.932
0,00;0,00;0,02;0;7702369;10071213;10066468;363020895;6323450;579707;2024-11-12 00:00:59.259;0.809;-0.931
0,00;0,00;0,09;3;7695807;10070522;10060689;363686297;6294750;586254;2024-11-12 00:02:08.902;0.810;-0.931
0,00;0,03;0,02;0;7694792;10071709;10061255;356604105;6317064;584538;2024-11-12 00:04:30.310;0.810;-0.930
0,00;0,00;0,01;0;7701023;10070064;10054048;363790761;6355919;580357;2024-11-12 00:04:39.280;0.810;-0.930
0,00;0,00;0,04;0;7696521;10070939;10060651;368362581;6365311;581825;2024-11-12 00:08:45.118;0.810;-0.930
0,00;0,00;0,01;0;7701615;10070666;10058461;359408250;6302747;584877;2024-11-12 00:11:00.416;0.810;-0.929
0,00;0,00;0,01;0;7706408;10070864;10063432;369242902;6307685;581870;2024-11-12 00:12:33.762;0.811;-0.929
0,00;0,00;0,06;0;7710497;10070064;10059865;360922041;6281380;584279;2024-11-12 00:14:33.064;0.811;-0.928
0,00;0,00;0,00;0;7702512;10072324;10055260;375113475;6343634;588088;2024-11-12 00:16:57.594;0.811;-0.928
0,00;0,00;0,02;0;7696189;10070064;10059112;353013205;6294149;586520;2024-11-12 00:18:54.132;0.811;-0.927
0,00;0,00;0,01;0;7707829;10071543;10066464;360246619;6328133;588237;2024-11-12 00:19:56.069;0.811;-0.927
0,00;0,00;0,04;0;7695983;10070064;10054048;353201815;6342941;582227;2024-11-12 00:20:40.488;0.812;-0.926
0,00;0,00;0,06;0;7708139;10070064;10062117;371181601;6327127;586354;2024-11-12 00:24:15.140;0.812;-0.926
0,00;0,00;0,07;0;7697816;10071449;10060893;361795443;6369795;583438;2024-11-12 00:25:38.254;0.812;-0.925
0,00;0,00;0,04;0;7710125;10070064;10064772;366523800;6370537;590681;2024-11-12 00:28:03.763;0.812;-0.925
0,00;0,00;0,02;0;7699584;10072426;10055037;359097846;6293708;589753;2024-11-12 00:29:02.660;0.812;-0.924
0,00;0,00;0,08;0;7707204;10070616;10057243;363131192;6336193;590509;2024-11-12 00:32:22.063;0.812;-0.924
0,00;0,06;0,08;3;7694792;10070969;10062592;365225305;6382608;584483;2024-11-12 00:34:31.237;0.813;-0.923
0,00;0,00;0,01;0;7698058;10070303;10061168;362527660;6334659;590628;2024-11-12 00:34:34.950;0.813;-0.923
0,00;0,00;0,05;0;7702669;10071402;10054048;359571662;6380802;585777;2024-11-12 00:36:39.377;0.813;-0.922
0,00;0,00;0,06;0;7706036;10072336;10064580;363501077;6355393;585079;2024-11-12 00:38:52.757;0.813;-0.922
0,00;0,00;0,05;0;7696097;10071715;10062675;355939460;6374077;594646;2024-11-12 00:40:39.795;0.813;-0.921
0,00;0,00;0,04;0;7694792;10070064;10069126;366380101;6362080;586298;2024-11-12 00:42:42.825;0.814;-0.921
0,00;0,00;0,01;0;7714266;10070538;10054048;362348804;6344573;587257;2024-11-12 00:46:25.628;0.814;-0.921
0,00;0,00;0,01;0;7699357;10070855;10055877;365832658;6390468;593248;2024-11-12 00:46:57.619;0.814;-0.920
0,00;0,00;0,00;0;7700055;10070681;10066687;353152438;6352572;591586;2024-11-12 00:50:09.718;0.814;-0.920
0,00;0,00;0,03;0;7710487;10071302;10055127;356974430;6375334;587750;2024-11-12 00:51:58.076;0.814;-0.919
0,00;0,00;0,09;3;7703338;10071096;10062252;366354006;6321719;590158;2024-11-12 00:54:13.006;0.815;-0.919
0,00;0,00;0,02;0;7702929;10070064;10056241;359526600;6387772;595668;2024-11-12 00:55:10.224;0.815;-0.918
0,00;0,00;0,06;0;7704874;10070064;10056210;371421512;6416361;588707;2024-11-12 00:58:30.882;0.815;-0.918
0,00;0,00;0,06;0;7694792;10070577;10054048;360172811;6333700;596065;2024-11-12 00:58:34.334;0.815;-0.917
0,00;0,00;0,04;0;7695583;10071336;10055105;368011559;6386604;591534;2024-11-12 01:02:37.296;0.815;-0.917
0,00;0,00;0,00;0;7702181;10070603;10057608;365971147;6415311;597150;2024-11-12 01:02:47.329;0.816;-0.916
0,00;0,00;0,03;0;7694792;10071606;10054048;364661258;6422391;592990;2024-11-12 01:05:24.303;0.816;-0.916
0,00;0,00;0,03;0;7702743;10070308;10061069;359457819;6426764;593438;2024-11-12 01:07:27.394;0.816;-0.915
0,00;0,00;0,00;0;7694969;10070064;10054048;358793830;6392237;597991;2024-11-12 01:09:37.904;0.816;-0.915
0,00;0,00;0,04;2;7694792;10070587;10057260;364427368;6367030;597851;2024-11-12 01:12:42.628;0.816;-0.914
0,00;0,00;0,00;0;7694792;10070992;10067740;362891597;6406325;599169;2024-11-12 01:14:04.907;0.817;-0.914
0,00;0,00;0,02;0;7708820;10070064;10066546;371794319;6355192;599153;2024-11-12 01:16:02.203;0.817;-0.913
0,00;0,00;0,04;0;7717104;10070516;10067798;372073208;6411758;595353;2024-11-12 01:18:23.903;0.817;-0.913
0,00;0,01;0,11;0;7694792;10071260;10062307;374114938;6381389;596650;2024-11-12 01:20:54.838;0.817;-0.912
0,00;0,00;0,00;0;7704765;10070064;10058470;373180297;6405773;592229;2024-11-12 01:21:16.756;0.817;-0.912
0,00;0,00;0,06;0;7694792;10071616;10060442;361274808;6425927;600150;2024-11-12 01:22:59.361;0.818;-0.911
0,00;0,00;0,01;0;7703696;10071161;10054048;361323949;6390998;596417;2024-11-12 01:26:13.911;0.818;-0.910
0,00;0,04;0,04;0;7694792;10070820;10066014;366998526;6409742;602099;2024-11-12 01:27:14.948;0.818;-0.910
0,00;0,00;0,01;2;7701862;10070660;10062145;358540221;6419019;595079;2024-11-12 01:30:04.764;0.818;-0.909
0,00;0,00;0,04;0;7694792;10071249;10059581;369514275;6373402;602620;2024-11-12 01:31:27.153;0.818;-0.909
0,00;0,07;0,04;0;7704059;10070064;10064805;365211711;6395187;601468;2024-11-12 01:33:23.672;0.819;-0.908
0,00;0,00;0,00;0;7698669;10070064;10063039;356497014;6407359;603667;2024-11-12 01:36:30.325;0.819;-0.908
0,00;0,00;0,00;0;7694792;10071275;10073783;360678162;6363739;600591;2024-11-12 01:38:29.474;0.819;-0.907
0,00;0,00;0,10;0;7698967;10071719;10057148;374081532;6437672;602498;2024-11-12 01:40:58.527;0.819;-0.907
0,00;0,00;0,05;0;7694792;10071595;10066500;374671296;6369458;595086;2024-11-12 01:41:17.705;0.819;-0.906
0,00;0,00;0,05;0;7708761;10070484;10065188;370682982;6434523;604007;2024-11-12 01:44:06.589;0.820;-0.906
0,00;0,00;0,02;1;7717961;10071543;10062944;364095637;6413195;604307;2024-11-12 01:44:43.485;0.820;-0.905
0,00;0,00;0,02;0;7694792;10070064;10058581;352555522;6433310;604483;2024-11-12 01:48:35.300;0.820;-0.905
0,00;0,00;0,07;0;7701902;10072197;10074496;362143443;6461341;602793;2024-11-12 01:50:13.633;0.820;-0.904
0,00;0,00;0,02;0;7694792;10070064;10066951;371550751;6422134;605207;2024-11-12 01:52:49.060;0.820;-0.904
0,00;0,01;0,06;0;7703701;10072468;10056185;360699184;6406071;603684;2024-11-12 01:54:43.117;0.821;-0.903
0,00;0,00;0,06;0;7706944;10071181;10065584;370495854;6447793;599043;2024-11-12 01:55:14.793;0.821;-0.903
0,00;0,00;0,05;0;7702145;10070064;10061355;367377846;6415572;605740;2024-11-12 01:57:39.579;0.821;-0.902
0,00;0,00;0,06;0;7699139;10070064;10058726;366837421;6462241;606959;2024-11-12 02:00:03.560;0.821;-0.902
0,00;0,00;0,06;0;7696188;10070064;10058974;364592567;6485660;602275;2024-11-12 02:01:22.760;0.821;-0.901
0,00;0,00;0,00;0;7702627;10070064;10065080;370536083;6416673;607160;2024-11-12 02:02:46.317;0.822;-0.900
0,00;0,00;0,04;0;7698558;10071679;10057419;372090904;6444144;599069;2024-11-12 02:04:47.980;0.822;-0.900
0,00;0,05;0,00;0;7702558;10070064;10072744;362991021;6484225;599751;2024-11-12 02:08:52.879;0.822;-0.899
0,00;0,00;0,05;0;7697093;10070064;10064512;367770414;6423260;600865;2024-11-12 02:10:20.048;0.822;-0.899
0,00;0,00;0,04;0;7698451;10070064;10069308;362453241;6492599;604773;2024-11-12 02:12:05.995;0.822;-0.898
0,00;0,00;0,04;0;7701611;10071329;10055668;369290424;6459770;605901;2024-11-12 02:12:37.288;0.823;-0.898
0,00;0,00;0,00;0;7708305;10072349;10062886;369664045;6439214;607279;2024-11-12 02:16:36.413;0.823;-0.897
0,00;0,04;0,08;0;7709448;10070574;10055022;363255828;6452978;607478;2024-11-12 02:17:41.390;0.823;-0.897
0,00;0,00;0,04;0;7701403;10070064;10065387;361671161;6436382;607365;2024-11-12 02:19:58.146;0.823;-0.896
0,00;0,00;0,01;0;7707616;10070064;10066663;375197691;6482448;602532;2024-11-12 02:21:13.238;0.823;-0.895
0,00;0,00;0,06;0;7698652;10071837;10064144;374712591;6502411;609856;2024-11-12 02:23:21.943;0.824;-0.895
0,00;0,00;0,05;0;7698015;10071472;10056926;371209953;6512082;609514;2024-11-12 02:25:56.536;0.824;-0.894
0,00;0,01;0,02;0;7694792;10070064;10065070;365617920;6459852;604106;2024-11-12 02:27:01.110;0.824;-0.894
0,00;0,00;0,04;0;7694792;10070567;10072738;371616602;6501941;611811;2024-11-12 02:30:01.848;0.824;-0.893
0,00;0,02;0,04;0;7715172;10070064;10059366;361578452;6502468;607212;2024-11-12 02:31:23.895;0.824;-0.893
0,00;0,00;0,04;0;7694792;10070064;10062289;370988068;6466230;609861;2024-11-12 02:34:53.131;0.825;-0.892
0,00;0,00;0,02;0;7706384;10072786;10068743;377160547;6454332;607024;2024-11-12 02:35:56.790;0.825;-0.892
0,00;0,00;0,04;0;7694792;10071085;10060509;373969808;6460259;606687;2024-11-12 02:37:41.619;0.825;-0.891
0,00;0,00;0,00;2;7714462;10070302;10062314;366327261;6436876;614016;2024-11-12 02:39:18.222;0.825;-0.890
0,00;0,03;0,00;3;7698268;10071528;10071403;364942437;6437346;614959;2024-11-12 02:42:22.843;0.825;-0.890
0,00;0,00;0,03;0;7694792;10071218;10055060;367449391;6474982;611861;2024-11-12 02:44:08.677;0.826;-0.889
0,00;0,00;0,06;0;7722614;10070672;10058308;371779806;6512879;611938;2024-11-12 02:44:36.035;0.826;-0.889
0,00;0,03;0,08;1;7694792;10070226;10055891;366184167;6518305;609207;2024-11-12 02:47:26.464;0.826;-0.888
0,00;0,00;0,01;0;7708157;10071296;10061532;375857284;6515715;613410;2024-11-12 02:48:54.948;0.826;-0.888
0,00;0,00;0,02;1;7697114;10071107;10056979;374245500;6522227;613725;2024-11-12 02:51:36.820;0.826;-0.887
0,00;0,00;0,09;0;7706526;10070809;10062675;370112225;6508750;613075;2024-11-12 02:53:07.597;0.827;-0.886
0,00;0,00;0,05;0;7702347;10070064;10067274;367153880;6450848;611745;2024-11-12 02:54:48.579;0.827;-0.886
0,00;0,00;0,00;3;7719213;10070064;10057366;363001654;6537218;610262;2024-11-12 02:58:21.025;0.827;-0.885
0,00;0,00;0,01;0;7707142;10070365;10062402;366145124;6510794;612599;2024-11-12 02:58:49.814;0.827;-0.885
0,00;0,00;0,06;0;7697718;10070464;10054048;365306131;6457111;610785;2024-11-12 03:02:20.024;0.827;-0.884
0,00;0,04;0,03;0;7716981;10071198;10059469;377293100;6520465;609163;2024-11-12 03:04:37.508;0.828;-0.884
0,00;0,00;0,09;0;7704794;10072627;10071698;368218970;6505115;611153;2024-11-12 03:06:42.387;0.828;-0.883
0,02;0,00;0,02;0;7699983;10071018;10055240;376280651;6474020;618522;2024-11-12 03:08:32.336;0.828;-0.882
0,00;0,00;0,04;0;7694792;10070064;10064724;364032070;6528226;616906;2024-11-12 03:08:40.798;0.828;-0.882
0,00;0,00;0,00;0;7705894;10070256;10063358;362012234;6547692;614598;2024-11-12 03:10:52.703;0.828;-0.881
0,00;0,00;0,04;0;7725006;10070064;10062078;364630036;6515148;611770;2024-11-12 03:14:38.383;0.829;-0.881
0,00;0,00;0,04;0;7697351;10070064;10064243;374465509;6569622;612381;2024-11-12 03:15:58.831;0.829;-0.880
0,00;0,00;0,03;0;7696442;10070148;10060717;373424027;6559810;611801;2024-11-12 03:17:56.539;0.829;-0.879
0,00;0,00;0,04;0;7696650;10072789;10062694;379054922;6561311;619797;2024-11-12 03:18:36.966;0.829;-0.879
0,00;0,02;0,06;0;7694792;10070618;10067604;365699638;6563464;616214;2024-11-12 03:22:22.705;0.829;-0.878
0,00;0,00;0,02;0;7706539;10071064;10059842;364725853;6538051;621935;2024-11-12 03:23:57.592;0.830;-0.878
0,00;0,00;0,06;0;7694792;10070085;10066181;364811193;6565697;618149;2024-11-12 03:26:15.184;0.830;-0.877
0,00;0,00;0,00;0;7702503;10070064;10077397;375778039;6544225;620460;2024-11-12 03:26:36.516;0.830;-0.876
0,00;0,00;0,06;0;7717814;10070913;10066561;370854778;6538193;622528;2024-11-12 03:29:18.352;0.830;-0.876
0,00;0,00;0,06;0;7696368;10071635;10062741;363420839;6585307;617653;2024-11-12 03:30:30.468;0.830;-0.875
0,00;0,00;0,06;0;7697896;10071167;10060874;383208456;6567918;620629;2024-11-12 03:34:12.460;0.831;-0.875
0,00;0,03;0,02;0;7711233;10072082;10057414;369484956;6549914;615641;2024-11-12 03:36:22.706;0.831;-0.874
0,00;0,00;0,00;0;7703799;10070064;10080454;380079846;6551071;619629;2024-11-12 03:38:56.814;0.831;-0.873
0,00;0,00;0,05;0;7698628;10071225;10065138;374119525;6595723;617539;2024-11-12 03:40:00.462;0.831;-0.873
0,00;0,00;0,04;0;7704828;10070085;10073522;367989113;6574876;622806;2024-11-12 03:41:26.347;0.831;-0.872
0,00;0,00;0,06;0;7704365;10070064;10064341;379817228;6549487;626145;2024-11-12 03:43:37.403;0.832;-0.872
0,00;0,00;0,04;0;7694792;10071437;10065051;358319552;6537320;624457;2024-11-12 03:45:00.994;0.832;-0.871
0,00;0,00;0,10;0;7694792;10071214;10060055;371194638;6565335;618706;2024-11-12 03:46:33.310;0.832;-0.870
0,00;0,00;0,05;0;7694792;10072126;10074015;374262164;6599301;622031;2024-11-12 03:49:32.398;0.832;-0.870
0,00;0,00;0,05;0;7694792;10072396;10054995;366704133;6528429;625134;2024-11-12 03:51:52.332;0.832;-0.869
0,00;0,00;0,08;0;7710485;10072218;10060480;372390232;6535574;619723;2024-11-12 03:53:36.661;0.833;-0.869
0,00;0,00;0,13;0;7718644;10070425;10067806;371559147;6582655;619386;2024-11-12 03:56:40.674;0.833;-0.868
0,00;0,00;0,00;0;7694792;10070855;10067588;367418329;6602185;624553;2024-11-12 03:58:45.389;0.833;-0.867
0,00;0,00;0,08;0;7715164;10070870;10064491;365356891;6533696;628318;2024-11-12 03:58:58.700;0.833;-0.867
0,00;0,01;0,01;0;7699853;10070064;10065163;370608183;6558801;627965;2024-11-12 04:02:22.050;0.833;-0.866
0,00;0,01;0,03;0;7703927;10070774;10057823;371865973;6586148;622633;2024-11-12 04:03:01.936;0.834;-0.865
0,00;0,00;0,06;0;7705330;10070064;10064030;371562165;6575124;626178;2024-11-12 04:06:44.138;0.834;-0.865
0,00;0,00;0,01;0;7694792;10071928;10061393;372194869;6574443;628677;2024-11-12 04:08:02.227;0.834;-0.864
0,00;0,00;0,06;0;7724502;10070064;10068303;372040425;6575737;626993;2024-11-12 04:09:08.696;0.834;-0.864
0,00;0,00;0,07;0;7698622;10072156;10060949;363636979;6584487;627246;2024-11-12 04:11:25.786;0.834;-0.863
0,00;0,00;0,08;0;7701814;10071438;10064600;366732603;6577269;630494;2024-11-12 04:13:04.673;0.835;-0.862
0,00;0,00;0,05;1;7697093;10071762;10071860;371530902;6573268;629687;2024-11-12 04:16:17.150;0.835;-0.862
0,00;0,04;0,05;0;7697946;10071922;10059603;369323138;6629904;624688;2024-11-12 04:17:12.991;0.835;-0.861
0,00;0,00;0,03;0;7710807;10070346;10066176;380166721;6583857;628826;2024-11-12 04:20:49.907;0.835;-0.860
0,00;0,00;0,03;0;7704645;10070064;10062543;384776712;6608212;631018;2024-11-12 04:22:56.678;0.835;-0.860
0,00;0,00;0,11;2;7694860;10070239;10066529;379319567;6614826;627201;2024-11-12 04:24:23.820;0.836;-0.859
0,00;0,00;0,05;0;7696435;10070598;10069986;373054486;6597945;633524;2024-11-12 04:25:09.026;0.836;-0.858
0,00;0,00;0,00;0;7711976;10072575;10074203;371066772;6606587;631413;2024-11-12 04:28:26.177;0.836;-0.858
0,00;0,00;0,06;0;7712011;10072827;10071133;377773384;6580239;635041;2024-11-12 04:28:51.618;0.836;-0.857
0,00;0,00;0,02;0;7698822;10070296;10062292;376939106;6665757;628707;2024-11-12 04:32:48.765;0.836;-0.857
0,00;0,07;0,01;0;7716396;10071492;10062009;375300569;6613832;626678;2024-11-12 04:33:46.908;0.837;-0.856
0,00;0,00;0,01;0;7713769;10070474;10071662;371045488;6650032;630715;2024-11-12 04:36:55.431;0.837;-0.855
0,00;0,00;0,03;0;7704415;10071621;10063674;372545050;6614372;633286;2024-11-12 04:37:00.581;0.837;-0.855
0,00;0,00;0,03;0;7706628;10070658;10068891;373915585;6614390;630827;2024-11-12 04:38:46.180;0.837;-0.854
0,00;0,00;0,07;0;7703592;10071536;10069945;383869526;6628044;629976;2024-11-12 04:41:24.872;0.837;-0.853
0,00;0,00;0,05;2;7723065;10071580;10054048;373738382;6604905;637775;2024-11-12 04:44:47.430;0.838;-0.852
0,00;0,03;0,06;0;7704565;10070064;10062465;374281038;6678934;635438;2024-11-12 04:44:59.140;0.838;-0.853
0,00;0,00;0,08;0;7699690;10070532;10070852;373315407;6668330;631148;2024-11-12 04:46:31.638;0.838;-0.851
0,00;0,00;0,07;0;7709106;10070641;10072006;376323173;6624803;637134;2024-11-12 04:49:11.316;0.838;-0.851
0,00;0,00;0,01;0;7710659;10071177;10068906;371344501;6619231;631464;2024-11-12 04:51:48.629;0.838;-0.850
0,00;0,00;0,02;1;7722320;10070533;10071320;364590651;6691569;631466;2024-11-12 04:53:11.925;0.838;-0.849
0,00;0,00;0,00;0;7694792;10071044;10061774;369521486;6691193;631579;2024-11-12 04:55:27.714;0.839;-0.849
