fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at
0,12;0,13;0,27;0;7914164;10093324;10312598;647238843;19076187;1822126;2024-11-07 17:15:37.730
0,34;0,25;0,10;0;7915434;10093256;10311843;646952333;19075589;1822132;2024-11-07 17:18:30.429
0,37;0,28;0,22;0;7914458;10093236;10311629;646788933;19077918;1822184;2024-11-07 17:18:55.431
0,25;0,30;0,18;0;7915780;10093138;10312394;647025416;19079750;1822147;2024-11-07 17:20:35.726
0,16;0,16;0,19;0;7917006;10093170;10312788;646929826;19079002;1822105;2024-11-07 17:22:43.885
0,28;0,20;0,32;0;7919728;10093353;10311994;646934581;19076704;1822197;2024-11-07 17:26:44.263
0,10;0,14;0,20;0;7915122;10093123;10311468;646561803;19079622;1822136;2024-11-07 17:28:33.350
0,29;0,12;0,20;0;7916134;10093171;10313016;646937284;19079181;1822175;2024-11-07 17:29:36.048
0,23;0,17;0,17;0;7919453;10093181;10311516;646697217;19079350;1822036;2024-11-07 17:32:43.099
0,17;0,30;0,20;0;7913074;10093183;10312552;646634540;19079884;1822066;2024-11-07 17:32:51.822
0,26;0,20;0,25;0;7917699;10093078;10312207;646996519;19080503;1822108;2024-11-07 17:35:41.034
0,29;0,28;0,17;0;7917859;10093217;10311561;646799990;19078582;1822083;2024-11-07 17:36:43.033
0,15;0,16;0,29;0;7918865;10093088;10312785;646828883;19078257;1822021;2024-11-07 17:39:30.424
0,11;0,29;0,15;0;7920199;10093166;10312543;647028623;19077724;1822091;2024-11-07 17:42:11.517
0,25;0,36;0,22;1;7920323;10093233;10311626;646901512;19078828;1822053;2024-11-07 17:44:56.913
0,12;0,20;0,30;1;7918885;10093186;10312202;647207935;19075942;1822169;2024-11-07 17:46:00.898
0,14;0,10;0,18;0;7921920;10093216;10312845;646548317;19076900;1822130;2024-11-07 17:46:43.805
0,19;0,19;0,20;0;7915845;10093236;10312305;646935919;19079429;1822043;2024-11-07 17:50:48.853
0,19;0,30;0,26;2;7914123;10093216;10311894;646998034;19077998;1822080;2024-11-07 17:52:16.460
0,15;0,16;0,17;1;7921090;10093207;10311954;647158526;19078408;1822201;2024-11-07 17:53:11.727
0,14;0,33;0,24;0;7914594;10093219;10311421;646823092;19080230;1822190;2024-11-07 17:56:59.536
0,11;0,23;0,33;1;7916897;10093195;10312279;647158699;19080116;1822117;2024-11-07 17:57:58.931
0,18;0,18;0,17;0;7912787;10093191;10312510;646684425;19080746;1822202;2024-11-07 17:59:05.225
0,17;0,15;0,20;0;7920541;10093172;10312123;647297143;19079266;1822162;2024-11-07 18:00:40.278
0,26;0,36;0,17;0;7916432;10093138;10312003;646515771;19078553;1822044;2024-11-07 18:04:59.948
0,29;0,33;0,26;0;7920350;10093244;10313163;647321150;19078890;1822133;2024-11-07 18:05:29.187
0,20;0,32;0,23;0;7915679;10093139;10311944;647278997;19077059;1822166;2024-11-07 18:08:33.483
0,18;0,22;0,21;0;7920132;10093141;10312370;647157040;19077096;1822176;2024-11-07 18:08:41.898
0,26;0,34;0,22;0;7915375;10093265;10312576;646783566;19078837;1822244;2024-11-07 18:12:03.801
0,30;0,20;0,14;0;7912840;10093257;10311349;646891641;19076957;1822114;2024-11-07 18:13:23.140
0,31;0,15;0,18;1;7919687;10093203;10311507;646889739;19078117;1822103;2024-11-07 18:15:06.990
0,21;0,22;0,18;0;7921805;10093232;10312388;646690357;19078969;1822228;2024-11-07 18:17:54.782
0,25;0,10;0,29;1;7915237;10093220;10312042;646833236;19081034;1822136;2024-11-07 18:20:06.350
0,25;0,33;0,23;0;7915276;10093148;10313499;646706823;19079343;1822144;2024-11-07 18:20:47.852
0,08;0,22;0,17;0;7913813;10093160;10312344;647060231;19082127;1822107;2024-11-07 18:24:38.166
0,12;0,27;0,16;1;7921460;10093112;10311900;646990095;19079560;1822097;2024-11-07 18:25:12.543
0,23;0,00;0,28;0;7915579;10093142;10311789;647054132;19081063;1822076;2024-11-07 18:27:21.331
0,31;0,32;0,11;1;7916436;10093231;10311865;646944025;19082118;1822153;2024-11-07 18:30:01.834
0,18;0,12;0,20;0;7914168;10093228;10312301;647141465;19082575;1822149;2024-11-07 18:32:57.304
0,17;0,10;0,26;0;7919063;10093204;10311847;646763732;19080797;1822085;2024-11-07 18:34:21.517
0,16;0,23;0,23;2;7917370;10093099;10312437;647065013;19082753;1822182;2024-11-07 18:36:52.987
0,25;0,17;0,19;2;7915715;10093204;10311733;647263820;19079228;1822134;2024-11-07 18:38:04.933
0,24;0,38;0,28;0;7914227;10093267;10313206;647153691;19082163;1822266;2024-11-07 18:40:34.395
0,12;0,23;0,13;0;7920905;10093286;10312251;647161294;19079950;1822141;2024-11-07 18:41:24.145
0,21;0,30;0,19;0;7916564;10093164;10312892;647241340;19082775;1822140;2024-11-07 18:44:12.883
0,20;0,14;0,24;0;7915128;10093210;10312042;647240041;19081517;1822221;2024-11-07 18:46:40.326
0,25;0,28;0,21;0;7912656;10093198;10311700;646723230;19081878;1822093;2024-11-07 18:47:41.578
0,15;0,13;0,28;1;7918643;10093073;10311542;647058589;19082108;1822113;2024-11-07 18:48:48.282
0,22;0,16;0,19;0;7920538;10093146;10311012;646905523;19079984;1822234;2024-11-07 18:50:31.122
0,07;0,31;0,26;0;7917550;10093155;10311480;647065256;19081259;1822171;2024-11-07 18:53:50.123
0,30;0,25;0,17;1;7918328;10093260;10313273;647030115;19080547;1822107;2024-11-07 18:55:32.248
0,22;0,31;0,32;2;7915524;10093241;10312053;646792955;19079165;1822209;2024-11-07 18:58:47.635
0,05;0,14;0,22;0;7916611;10093230;10312169;646989578;19081885;1822184;2024-11-07 19:00:59.941
0,09;0,16;0,21;1;7916689;10093301;10311515;647361144;19080773;1822267;2024-11-07 19:02:50.764
0,33;0,24;0,26;0;7919703;10093251;10312307;647137803;19079802;1822223;2024-11-07 19:04:24.979
0,21;0,29;0,22;0;7914976;10093177;10312950;646819128;19083351;1822186;2024-11-07 19:04:42.530
0,40;0,15;0,20;2;7915092;10093232;10312577;647009519;19080851;1822155;2024-11-07 19:07:50.621
0,23;0,18;0,27;0;7917977;10093277;10312021;647307667;19082886;1822274;2024-11-07 19:11:00.394
0,21;0,32;0,19;0;7914937;10093234;10311698;647115878;19083476;1822200;2024-11-07 19:11:33.719
0,21;0,10;0,15;2;7915344;10093191;10312366;646583152;19080798;1822195;2024-11-07 19:13:54.588
0,18;0,05;0,26;0;7915404;10093284;10312388;647068908;19082251;1822130;2024-11-07 19:14:36.898
0,31;0,19;0,14;0;7913389;10093215;10311926;647208975;19083136;1822177;2024-11-07 19:17:56.157
0,36;0,19;0,23;1;7918544;10093207;10311700;647140138;19079780;1822165;2024-11-07 19:20:17.772
0,06;0,33;0,24;2;7912571;10093176;10312458;647052509;19080461;1822151;2024-11-07 19:20:56.398
0,00;0,22;0,30;1;7917794;10093183;10312622;646638882;19081801;1822144;2024-11-07 19:23:44.207
0,17;0,16;0,29;0;7922080;10093259;10311701;647210025;19081387;1822175;2024-11-07 19:26:37.986
0,40;0,39;0,23;1;7917097;10093246;10311706;647068022;19080003;1822148;2024-11-07 19:28:15.769
0,32;0,22;0,14;0;7915096;10093154;10311196;646719024;19079829;1822128;2024-11-07 19:30:21.941
0,17;0,16;0,13;0;7921612;10093301;10312392;647032515;19084062;1822269;2024-11-07 19:30:45.601
0,26;0,23;0,31;2;7916571;10093138;10312953;647155314;19082860;1822261;2024-11-07 19:33:34.919
0,16;0,30;0,18;0;7915974;10093110;10312495;646930828;19080869;1822261;2024-11-07 19:34:33.008
0,02;0,14;0,27;1;7917899;10093117;10312595;647397926;19083368;1822209;2024-11-07 19:38:53.876
0,12;0,24;0,24;0;7920244;10093197;10312631;646922326;19084125;1822204;2024-11-07 19:39:23.856
0,14;0,02;0,21;0;7919723;10093249;10311735;647052692;19082457;1822322;2024-11-07 19:43:00.418
0,19;0,08;0,27;1;7917210;10093151;10312453;647150264;19083890;1822334;2024-11-07 19:43:38.131
0,23;0,25;0,24;0;7919996;10093213;10312471;647294885;19084679;1822269;2024-11-07 19:44:59.975
0,01;0,29;0,22;0;7918158;10093217;10312279;647054392;19081095;1822300;2024-11-07 19:46:58.379
0,29;0,22;0,25;0;7919572;10093178;10312830;647003077;19081352;1822274;2024-11-07 19:49:45.122
0,22;0,14;0,29;1;7917757;10093145;10312118;647041785;19085064;1822263;2024-11-07 19:52:08.719
0,14;0,20;0,23;0;7917808;10093211;10312214;647091712;19083415;1822261;2024-11-07 19:53:24.373
0,11;0,26;0,31;0;7916533;10093200;10312283;646877245;19081031;1822319;2024-11-07 19:56:29.304
0,13;0,19;0,26;2;7919530;10093222;10311679;647149849;19083398;1822328;2024-11-07 19:58:25.594
0,18;0,16;0,31;0;7917543;10093227;10312585;647027911;19084177;1822223;2024-11-07 19:59:55.551
0,13;0,30;0,18;0;7919229;10093225;10312884;647074001;19082904;1822286;2024-11-07 20:02:32.192
0,05;0,22;0,27;0;7916947;10093280;10312777;647176847;19084934;1822242;2024-11-07 20:03:39.942
0,39;0,17;0,21;0;7920338;10093189;10312111;647305197;19082185;1822299;2024-11-07 20:06:39.281
0,32;0,22;0,22;0;7914594;10093196;10312383;647211784;19083718;1822356;2024-11-07 20:06:40.984
0,26;0,14;0,31;0;7918874;10093234;10311588;646578176;19082997;1822208;2024-11-07 20:08:52.702
0,23;0,20;0,17;0;7918255;10093204;10311685;647111188;19085509;1822260;2024-11-07 20:10:35.770
0,13;0,12;0,27;0;7920706;10093205;10313394;647114504;19084130;1822270;2024-11-07 20:14:50.924
0,11;0,23;0,16;0;7916280;10093166;10312284;646951510;19084745;1822265;2024-11-07 20:15:10.590
0,05;0,14;0,10;0;7912966;10093301;10312197;646944845;19084082;1822264;2024-11-07 20:17:25.006
0,19;0,18;0,23;0;7918915;10093162;10312379;646842738;19085702;1822246;2024-11-07 20:19:29.390
0,34;0,11;0,27;1;7914070;10093158;10312029;647135796;19083277;1822267;2024-11-07 20:21:28.701
0,11;0,30;0,21;0;7916973;10093138;10312610;647131282;19082528;1822183;2024-11-07 20:23:57.797
0,37;0,13;0,09;2;7920971;10093150;10311489;647326842;19084745;1822364;2024-11-07 20:26:37.980
0,25;0,16;0,25;0;7914260;10093175;10310870;647161880;19086175;1822224;2024-11-07 20:28:50.151
0,19;0,28;0,24;0;7918712;10093125;10311949;647104252;19082467;1822265;2024-11-07 20:30:19.895
0,25;0,20;0,19;0;7920758;10093185;10312358;647066014;19085352;1822265;2024-11-07 20:31:30.233
0,32;0,29;0,23;0;7920030;10093269;10313045;647038452;19086564;1822195;2024-11-07 20:34:47.303
0,30;0,17;0,24;1;7917309;10093175;10312694;647006744;19084811;1822232;2024-11-07 20:36:19.404
0,15;0,24;0,22;0;7921665;10093162;10312653;646886146;19085071;1822361;2024-11-07 20:37:17.924
0,20;0,14;0,17;1;7914378;10093255;10312660;647078467;19083562;1822365;2024-11-07 20:40:36.893
0,30;0,24;0,17;0;7921382;10093098;10311837;647289399;19087192;1822230;2024-11-07 20:40:40.244
0,05;0,30;0,28;0;7917823;10093148;10312045;647537121;19087029;1822306;2024-11-07 20:42:53.664
0,09;0,26;0,21;2;7918165;10093189;10312835;647274227;19086990;1822397;2024-11-07 20:46:20.793
0,20;0,30;0,15;0;7917249;10093192;10312371;647226378;19087211;1822321;2024-11-07 20:48:50.398
0,01;0,10;0,24;0;7917981;10093229;10312781;647109647;19085499;1822291;2024-11-07 20:50:56.388
0,16;0,21;0,25;2;7918365;10093233;10311777;647010965;19086835;1822356;2024-11-07 20:52:22.135
0,26;0,27;0,27;0;7916764;10093170;10312107;646957761;19083552;1822399;2024-11-07 20:53:48.237
0,08;0,27;0,24;0;7921692;10093176;10313029;647104670;19086875;1822311;2024-11-07 20:55:33.705
0,14;0,30;0,26;1;7921219;10093233;10311753;647176365;19083348;1822272;2024-11-07 20:58:53.194
0,29;0,26;0,32;0;7919178;10093232;10312028;646860175;19083217;1822337;2024-11-07 20:58:56.722
0,16;0,13;0,14;1;7921135;10093172;10311995;647102560;19085473;1822391;2024-11-07 21:01:20.306
0,02;0,22;0,18;2;7921458;10093225;10312516;647233124;19085901;1822223;2024-11-07 21:04:34.189
0,00;0,18;0,22;0;7917131;10093194;10313226;646805758;19087772;1822241;2024-11-07 21:06:36.904
0,14;0,09;0,23;0;7917698;10093118;10312402;647080903;19084044;1822269;2024-11-07 21:08:15.813
0,27;0,27;0,20;0;7915718;10093166;10312601;647423153;19083552;1822343;2024-11-07 21:08:54.782
0,05;0,22;0,29;0;7919909;10093170;10312389;647145332;19086228;1822290;2024-11-07 21:11:00.572
0,24;0,32;0,27;1;7916435;10093236;10312589;646841595;19087636;1822328;2024-11-07 21:14:34.853
0,19;0,05;0,27;0;7917050;10093061;10312337;647359832;19085726;1822315;2024-11-07 21:16:23.618
0,35;0,24;0,17;0;7914485;10093240;10312370;646897329;19088573;1822359;2024-11-07 21:18:43.174
0,13;0,24;0,23;1;7917680;10093285;10312879;646943824;19084403;1822385;2024-11-07 21:19:30.253
0,08;0,17;0,16;0;7916491;10093170;10312167;646890211;19086226;1822409;2024-11-07 21:22:42.349
0,02;0,35;0,33;1;7921712;10093187;10313096;647224591;19088256;1822274;2024-11-07 21:24:08.087
0,17;0,32;0,25;1;7923079;10093253;10312442;646806396;19087535;1822435;2024-11-07 21:25:39.685
0,07;0,34;0,23;0;7924938;10093219;10312355;646748225;19087598;1822307;2024-11-07 21:28:49.172
0,36;0,24;0,17;0;7917048;10093261;10311805;646856389;19084741;1822264;2024-11-07 21:30:54.731
0,40;0,08;0,24;0;7916637;10093219;10312528;646896453;19088167;1822403;2024-11-07 21:32:06.854
0,02;0,23;0,13;0;7918777;10093145;10313157;646887004;19084646;1822325;2024-11-07 21:34:41.422
0,21;0,20;0,15;2;7911864;10093164;10313290;646852286;19087017;1822271;2024-11-07 21:35:51.854
0,20;0,21;0,22;0;7926030;10093166;10312647;646738956;19085885;1822327;2024-11-07 21:36:59.947
0,25;0,26;0,28;0;7917370;10093218;10312769;647290538;19087627;1822404;2024-11-07 21:39:54.814
0,20;0,23;0,30;1;7918520;10093207;10312051;646970712;19088274;1822454;2024-11-07 21:41:41.463
0,11;0,11;0,29;1;7917703;10093200;10312361;647177089;19088027;1822460;2024-11-07 21:44:48.793
0,13;0,16;0,28;0;7921840;10093180;10312316;647194558;19087780;1822302;2024-11-07 21:45:00.954
0,42;0,26;0,18;0;7920701;10093250;10312548;647024846;19088208;1822278;2024-11-07 21:48:06.440
0,32;0,27;0,30;0;7922735;10093206;10312450;647136728;19087376;1822269;2024-11-07 21:50:11.739
0,00;0,41;0,26;0;7912100;10093181;10312523;646992613;19085130;1822416;2024-11-07 21:51:32.276
0,12;0,21;0,18;0;7916777;10093241;10311991;646576013;19085528;1822295;2024-11-07 21:53:58.508
0,30;0,26;0,27;1;7913914;10093045;10312593;646936716;19089308;1822307;2024-11-07 21:55:22.686
0,15;0,19;0,26;1;7918167;10093212;10312588;647056443;19090033;1822431;2024-11-07 21:58:34.693
0,32;0,35;0,24;0;7922321;10093263;10312632;647238456;19087291;1822373;2024-11-07 22:00:22.610
0,35;0,18;0,19;0;7919895;10093212;10312562;646995321;19087580;1822383;2024-11-07 22:01:49.817
0,28;0,29;0,25;0;7918688;10093206;10312255;647134985;19088924;1822303;2024-11-07 22:02:49.184
0,21;0,29;0,18;0;7921023;10093280;10311886;647499365;19089698;1822343;2024-11-07 22:05:24.402
0,22;0,31;0,21;0;7922303;10093203;10311493;647023830;19086256;1822459;2024-11-07 22:07:10.202
0,09;0,19;0,12;0;7916290;10093205;10311657;646954476;19086279;1822420;2024-11-07 22:09:04.076
0,11;0,27;0,29;0;7919879;10093197;10313042;647200998;19090597;1822399;2024-11-07 22:11:54.414
0,18;0,17;0,19;0;7917379;10093155;10312371;646966149;19090430;1822443;2024-11-07 22:14:52.047
0,22;0,34;0,24;0;7918056;10093185;10312038;647316466;19088824;1822373;2024-11-07 22:16:33.460
0,22;0,12;0,27;0;7918475;10093177;10311858;646963986;19087630;1822348;2024-11-07 22:18:28.362
0,27;0,17;0,17;0;7916911;10093130;10312465;646730377;19086922;1822334;2024-11-07 22:19:39.295
0,02;0,17;0,20;0;7921504;10093267;10312226;647552079;19091144;1822392;2024-11-07 22:20:55.988
0,13;0,12;0,24;2;7920007;10093203;10312554;647168287;19091095;1822304;2024-11-07 22:23:20.159
0,16;0,27;0,23;1;7915743;10093200;10312731;646820348;19090567;1822359;2024-11-07 22:26:21.749
0,15;0,28;0,17;1;7917587;10093216;10312342;647024512;19091198;1822335;2024-11-07 22:27:38.388
0,23;0,22;0,20;2;7913169;10093203;10311834;647451895;19091439;1822437;2024-11-07 22:29:18.992
0,25;0,23;0,24;0;7919313;10093167;10312506;647325656;19089658;1822410;2024-11-07 22:31:24.256
0,27;0,25;0,28;0;7914576;10093204;10313429;647367470;19089441;1822397;2024-11-07 22:33:32.597
0,27;0,29;0,29;0;7922620;10093091;10312831;646872863;19087800;1822434;2024-11-07 22:36:21.946
0,18;0,30;0,20;1;7922129;10093225;10312484;646802723;19091479;1822372;2024-11-07 22:38:32.958
0,22;0,22;0,22;1;7920129;10093200;10312684;647305655;19089441;1822494;2024-11-07 22:40:08.525
0,03;0,15;0,18;2;7917931;10093243;10313244;646940644;19090193;1822477;2024-11-07 22:41:52.107
0,25;0,19;0,28;0;7922710;10093115;10312984;647073054;19091538;1822436;2024-11-07 22:43:27.621
0,25;0,29;0,24;0;7918587;10093224;10312330;646710998;19087370;1822443;2024-11-07 22:45:39.041
0,15;0,34;0,23;0;7919641;10093135;10312838;647147845;19090350;1822506;2024-11-07 22:47:09.077
0,12;0,20;0,22;1;7917055;10093203;10312598;647153347;19088811;1822452;2024-11-07 22:50:17.117
0,21;0,34;0,23;0;7923645;10093184;10312561;647195496;19091387;1822339;2024-11-07 22:52:11.598
0,22;0,41;0,24;0;7920104;10093212;10312356;647260083;19090654;1822431;2024-11-07 22:53:09.896
0,15;0,23;0,18;2;7918547;10093123;10312833;646984965;19089968;1822493;2024-11-07 22:56:10.950
0,10;0,24;0,28;1;7917568;10093169;10312447;647577236;19090327;1822375;2024-11-07 22:57:41.192
0,23;0,23;0,29;0;7913933;10093216;10312506;647210136;19091225;1822408;2024-11-07 23:00:15.822
0,34;0,14;0,30;0;7918204;10093123;10312088;646897991;19088799;1822465;2024-11-07 23:00:52.668
0,47;0,45;0,21;2;7919299;10093104;10311975;647532272;19089995;1822467;2024-11-07 23:04:23.690
0,05;0,22;0,23;0;7917569;10093130;10313149;647417494;19089286;1822400;2024-11-07 23:05:17.701
0,34;0,22;0,25;0;7917613;10093182;10311350;647330521;19088931;1822405;2024-11-07 23:07:19.378
0,10;0,31;0,20;0;7917839;10093160;10311651;647093365;19092761;1822474;2024-11-07 23:09:27.689
0,25;0,23;0,11;0;7918248;10093237;10312935;646941667;19092704;1822427;2024-11-07 23:12:34.132
0,50;0,11;0,25;1;7910660;10093219;10312816;647245298;19092126;1822414;2024-11-07 23:13:03.635
0,25;0,09;0,16;0;7919649;10093259;10312987;647051381;19090751;1822522;2024-11-07 23:14:41.843
0,43;0,14;0,20;0;7922624;10093138;10312387;647221403;19092648;1822418;2024-11-07 23:17:56.123
0,22;0,21;0,25;2;7924184;10093177;10312434;647096436;19089485;1822411;2024-11-07 23:19:01.750
0,12;0,09;0,21;0;7919330;10093168;10313289;647171313;19090661;1822539;2024-11-07 23:22:33.073
0,05;0,29;0,19;0;7914455;10093185;10312953;647370428;19092047;1822467;2024-11-07 23:22:53.036
0,20;0,23;0,19;1;7915546;10093161;10312255;647194025;19092494;1822468;2024-11-07 23:26:32.398
0,10;0,25;0,25;0;7918813;10093277;10313023;647103635;19089012;1822431;2024-11-07 23:27:00.473
0,26;0,37;0,14;0;7919144;10093232;10313292;647289819;19092261;1822536;2024-11-07 23:29:26.570
0,00;0,27;0,22;1;7916418;10093111;10312577;647357243;19090312;1822452;2024-11-07 23:32:41.211
0,23;0,25;0,23;0;7919885;10093304;10313228;647302290;19092575;1822372;2024-11-07 23:34:11.368
0,19;0,34;0,26;0;7924278;10093175;10312338;647102258;19089183;1822544;2024-11-07 23:35:16.129
0,08;0,20;0,12;2;7921091;10093181;10312580;647350447;19092146;1822500;2024-11-07 23:36:39.813
0,15;0,27;0,22;2;7921627;10093228;10312133;647047981;19091820;1822515;2024-11-07 23:39:32.105
0,14;0,00;0,29;0;7920021;10093208;10312939;646875591;19092362;1822515;2024-11-07 23:42:11.927
0,02;0,21;0,32;1;7917994;10093139;10311893;647466419;19094292;1822398;2024-11-07 23:42:53.993
0,29;0,13;0,19;0;7920172;10093176;10312039;646882532;19092152;1822442;2024-11-07 23:45:21.169
0,29;0,21;0,22;0;7920054;10093118;10313170;647156146;19089719;1822407;2024-11-07 23:47:34.622
0,19;0,13;0,22;0;7916947;10093183;10313103;647127180;19090418;1822585;2024-11-07 23:48:33.243
0,28;0,01;0,21;0;7923178;10093199;10312442;647322258;19091027;1822498;2024-11-07 23:52:04.023
0,25;0,29;0,19;0;7918037;10093125;10312691;647377474;19094058;1822543;2024-11-07 23:52:56.904
0,16;0,27;0,20;0;7916213;10093208;10312573;647068084;19090413;1822512;2024-11-07 23:56:24.048
0,31;0,21;0,23;0;7926146;10093236;10313208;647198956;19090894;1822425;2024-11-07 23:58:32.897
0,26;0,15;0,33;0;7922805;10093205;10312644;647098581;19091843;1822470;2024-11-07 23:58:37.137
0,18;0,16;0,26;2;7913388;10093219;10311621;647153014;19090649;1822441;2024-11-08 00:00:57.927
0,19;0,16;0,21;0;7917877;10093146;10312589;647301993;19092331;1822554;2024-11-08 00:03:14.254
0,23;0,33;0,33;0;7920690;10093242;10312409;647425413;19093072;1822522;2024-11-08 00:04:38.466
0,26;0,17;0,27;0;7916145;10093181;10312228;646808315;19093878;1822547;2024-11-08 00:07:31.172
0,29;0,28;0,35;0;7918918;10093191;10313517;647412922;19091853;1822554;2024-11-08 00:09:15.953
0,15;0,13;0,21;0;7917295;10093320;10312613;647530675;19091990;1822413;2024-11-08 00:12:07.354
0,05;0,19;0,26;0;7923309;10093222;10312342;647399946;19092123;1822470;2024-11-08 00:14:25.223
0,13;0,30;0,15;1;7910775;10093236;10311360;646957277;19095329;1822472;2024-11-08 00:15:23.390
0,32;0,33;0,16;0;7922813;10093237;10312234;647113405;19095342;1822571;2024-11-08 00:18:35.952
0,11;0,00;0,27;0;7919505;10093244;10312038;647212479;19091987;1822515;2024-11-08 00:19:41.332
0,00;0,13;0,20;0;7920281;10093212;10313683;647078084;19094055;1822440;2024-11-08 00:20:55.611
0,22;0,25;0,26;1;7923000;10093222;10313330;647352389;19091464;1822458;2024-11-08 00:22:50.340
0,30;0,23;0,18;0;7916371;10093171;10313125;647082709;19090959;1822525;2024-11-08 00:25:00.773
0,07;0,19;0,18;1;7920452;10093278;10312996;647473824;19092889;1822609;2024-11-08 00:28:00.759
0,37;0,36;0,26;0;7924983;10093267;10312633;647236772;19094090;1822455;2024-11-08 00:29:46.047
0,12;0,17;0,20;0;7917751;10093108;10311835;647237234;19094490;1822456;2024-11-08 00:31:08.556
0,12;0,21;0,26;0;7920041;10093258;10312672;647119131;19096142;1822510;2024-11-08 00:33:21.875
0,23;0,26;0,25;2;7918389;10093174;10312661;647194388;19095373;1822503;2024-11-08 00:35:10.606
0,25;0,28;0,24;0;7921535;10093202;10312998;647247030;19095162;1822613;2024-11-08 00:38:21.156
0,29;0,27;0,23;0;7917561;10093169;10313042;647387824;19095753;1822589;2024-11-08 00:38:45.977
0,12;0,18;0,30;0;7916995;10093253;10313199;647401020;19091762;1822530;2024-11-08 00:41:20.718
0,24;0,11;0,18;0;7921040;10093239;10313048;647276939;19095331;1822634;2024-11-08 00:42:52.437
0,11;0,16;0,22;0;7921812;10093268;10313888;647553955;19094505;1822586;2024-11-08 00:45:32.534
0,14;0,20;0,21;0;7920607;10093200;10312820;646981365;19093457;1822503;2024-11-08 00:48:41.021
0,10;0,27;0,17;0;7921004;10093243;10313113;647388633;19093035;1822566;2024-11-08 00:49:40.161
0,25;0,11;0,32;0;7920790;10093272;10313439;647337435;19093005;1822477;2024-11-08 00:52:24.195
0,21;0,12;0,13;1;7922063;10093157;10312487;647427133;19093052;1822465;2024-11-08 00:53:14.126
0,13;0,23;0,20;0;7920310;10093196;10313228;647139223;19095789;1822618;2024-11-08 00:54:32.187
0,31;0,33;0,27;1;7919734;10093166;10312557;647461579;19092295;1822568;2024-11-08 00:58:27.955
0,11;0,13;0,18;0;7924355;10093129;10313367;647062980;19094973;1822574;2024-11-08 00:59:42.702
0,25;0,27;0,30;0;7921036;10093216;10312502;647472513;19095610;1822519;2024-11-08 01:02:47.818
0,23;0,20;0,25;2;7919769;10093154;10312944;647073089;19093852;1822599;2024-11-08 01:04:21.655
0,10;0,19;0,27;1;7918343;10093274;10312190;646892754;19095098;1822560;2024-11-08 01:06:54.844
0,11;0,18;0,22;0;7921987;10093170;10312261;647093241;19093631;1822530;2024-11-08 01:08:18.291
0,35;0,32;0,18;1;7917857;10093087;10312591;647307991;19094150;1822492;2024-11-08 01:10:00.628
0,37;0,24;0,22;0;7918503;10093076;10313141;647312199;19095695;1822622;2024-11-08 01:12:55.870
0,35;0,32;0,33;2;7917478;10093150;10312634;647107280;19093146;1822598;2024-11-08 01:14:39.907
0,29;0,19;0,38;1;7921250;10093148;10312441;647205666;19093570;1822660;2024-11-08 01:16:19.008
0,09;0,31;0,20;1;7914898;10093259;10312189;647300508;19097793;1822652;2024-11-08 01:16:53.692
0,22;0,10;0,26;1;7918366;10093210;10313371;647418404;19097545;1822512;2024-11-08 01:19:47.641
0,05;0,28;0,18;0;7920023;10093174;10314725;647436601;19095353;1822540;2024-11-08 01:21:35.039
0,18;0,10;0,24;2;7926848;10093203;10314244;647316426;19095091;1822566;2024-11-08 01:23:01.255
0,10;0,28;0,19;1;7915325;10093197;10312549;647276313;19097586;1822657;2024-11-08 01:26:52.537
0,18;0,17;0,23;1;7919379;10093188;10312673;647460343;19093430;1822640;2024-11-08 01:27:37.247
0,04;0,12;0,29;0;7919513;10093208;10312769;647678133;19098010;1822559;2024-11-08 01:28:38.334
0,24;0,22;0,28;1;7923363;10093150;10313189;647288643;19095590;1822592;2024-11-08 01:30:57.907
0,26;0,16;0,24;2;7916167;10093245;10313220;647561919;19096657;1822689;2024-11-08 01:32:48.315
0,17;0,21;0,21;0;7918687;10093245;10313786;647162931;19098258;1822501;2024-11-08 01:35:33.109
0,31;0,11;0,30;2;7922311;10093170;10312764;647017577;19093735;1822516;2024-11-08 01:37:28.070
0,09;0,31;0,18;0;7920279;10093210;10313321;646738754;19094697;1822622;2024-11-08 01:39:08.470
0,34;0,38;0,24;0;7920372;10093226;10313613;647086797;19095956;1822646;2024-11-08 01:41:24.996
0,33;0,27;0,11;1;7917751;10093222;10312958;647386881;19098127;1822532;2024-11-08 01:42:48.520
0,04;0,11;0,23;0;7920976;10093257;10312378;647301675;19097980;1822626;2024-11-08 01:44:51.053
0,41;0,14;0,16;0;7918772;10093228;10312502;647344652;19096694;1822613;2024-11-08 01:47:22.512
0,04;0,29;0,23;1;7919010;10093238;10311624;647463156;19098812;1822657;2024-11-08 01:48:33.517
0,33;0,25;0,24;0;7919899;10093200;10312855;647215166;19095395;1822572;2024-11-08 01:50:49.887
0,33;0,32;0,22;0;7922492;10093236;10312956;647233413;19096902;1822682;2024-11-08 01:53:45.776
0,48;0,30;0,22;0;7917683;10093232;10313410;647786837;19096275;1822597;2024-11-08 01:56:09.678
0,12;0,17;0,16;0;7924369;10093197;10313237;647272506;19095477;1822522;2024-11-08 01:57:02.025
